strategy,scenario_id,drone_capacity,no_customers,total_time,A,drone_travel_distance,truck_travel_distance,X1,X2,utilization,avg_package_wait_time,avg_customer_wait_time,total_delay_time,avg_span_2,avg_span_3,avg_span_4,avg_nodropoffs_2,avg_nodropoffs_3,avg_nodropoffs_4,no_preventions
farthest_package_first_MPA,6,4,500,13277,13167,96675.94,16185.93,24265,69318,0.95,6667.68,6634.56,60000,0.0,0.0,0.0,0.5,0.33,0.25,0
farthest_package_first_MPA,7,4,500,13808,13635,102147.8,14908.34,24579,69882,0.95,6762.37,6666.58,60000,0.0,0.0,0.0,0.5,0.33,0.25,5
farthest_package_first_MPA,8,4,500,13522,13415,100949.5,16151.91,24415,69761,0.95,6647.63,6672.82,60000,0.0,0.0,0.0,0.5,0.33,0.25,0
farthest_package_first_MPA,9,4,500,13856,13689,97711.7,15418.85,24363,69460,0.95,6693.23,6658.06,60000,0.0,0.0,0.0,0.5,0.33,0.25,1
farthest_package_first,0,1,50,2367,2287,51737.79,2666.5,3906,11248,0.96,1210.63,1192.32,6120,2.0,-10,-10,1.0,-10,-10,0
farthest_package_first,1,1,50,2861,2792,72293.4,2555.4,5185,15080,0.97,1563.85,1652.78,7920,120.5,185.33,-10,1.0,1.0,-10,0
farthest_package_first,2,1,50,3033,2953,68714.35,2669.4,4833,14012,0.97,1466.63,1476.32,7200,74.88,185.0,-10,1.0,1.0,-10,0
farthest_package_first,3,1,50,2517,2414,62617.33,2277.62,4395,12812,0.97,1330.93,1322.34,6600,65.67,10.0,-10,1.0,1.0,-10,0
farthest_package_first,4,1,50,2329,2256,51410.8,2663.82,3888,11324,0.97,1227.98,1217.48,6240,199.0,-10,-10,1.0,-10,-10,0
farthest_package_first,5,1,50,3345,3260,61939.03,2640.25,4516,13090,0.97,1548.64,1565.32,6960,47.0,-10,269.0,1.0,-10,1.0,0
farthest_package_first,6,1,50,2708,2611,72981.18,2172.82,4987,14564,0.97,1476.75,1490.9,7320,142.0,237.0,252.0,1.0,1.0,1.0,0
farthest_package_first,7,1,50,2971,2859,70297.26,2737.84,5022,14646,0.97,1537.03,1531.58,7680,8.5,92.5,235.0,1.0,1.0,1.0,0
farthest_package_first,8,1,50,2746,2620,61323.96,3099.96,4365,12798,0.98,1379.68,1327.26,6720,98.5,92.5,-10,1.0,1.0,-10,0
farthest_package_first,9,1,50,2614,2525,62338.44,2959.0,4488,13372,0.99,1393.48,1398.56,7200,11.33,225.0,215.0,1.0,1.0,1.0,0
farthest_package_first,0,1,100,7029,6943,141024.71,2646.48,10927,29108,0.89,3261.95,3207.92,15120,70.06,254.0,281.0,1.0,1.0,1.0,55
farthest_package_first,1,1,100,5783,5689,140789.43,2508.64,11045,29532,0.89,3037.72,3075.31,15600,145.43,115.86,245.0,1.0,1.0,1.0,57
farthest_package_first,2,1,100,6554,6454,143914.16,2630.99,10992,28908,0.88,3049.3,3027.19,14640,50.0,109.5,278.25,1.0,1.0,1.0,52
farthest_package_first,3,1,100,5293,5207,132200.46,2031.3,10265,27978,0.91,2841.22,2924.29,14880,100.09,109.5,239.0,1.0,1.0,1.0,45
farthest_package_first,4,1,100,5586,5509,129481.84,2404.78,9691,26740,0.92,2758.34,2769.2,13920,89.11,138.5,237.0,1.0,1.0,1.0,39
farthest_package_first,5,1,100,5992,5874,135090.67,2856.36,10103,27302,0.9,2813.18,2879.29,13920,162.0,261.0,-10,1.0,1.0,-10,39
farthest_package_first,6,1,100,6144,6045,141264.61,2495.48,10714,28762,0.89,3007.3,2846.45,14760,103.36,119.0,266.0,1.0,1.0,1.0,51
farthest_package_first,7,1,100,6442,6361,138580.06,2271.2,10564,28256,0.89,2953.85,2994.62,14520,96.75,112.2,295.0,1.0,1.0,1.0,48
farthest_package_first,8,1,100,5890,5789,138119.64,2586.48,10261,27492,0.89,2878.74,2866.81,13800,2.38,257.0,313.0,1.0,1.0,1.0,47
farthest_package_first,9,1,100,6930,6808,153502.18,2681.72,11756,30456,0.86,3207.47,3204.71,15240,104.54,152.25,280.5,1.0,1.0,1.0,57
farthest_package_first,0,1,200,10019,9873,182586.91,6432.7,18645,48244,0.86,4894.54,4944.34,30240,60.0,80.55,246.5,1.0,1.0,1.0,119
farthest_package_first,1,1,200,10174,10051,190347.13,6335.12,19409,49516,0.85,4921.5,4893.43,30720,56.17,145.67,260.67,1.0,1.0,1.0,124
farthest_package_first,2,1,200,10224,10080,178594.68,8136.58,17681,46184,0.87,4674.56,4652.97,28560,70.5,168.57,214.0,1.0,1.0,1.0,96
farthest_package_first,3,1,200,10846,10701,170622.36,6280.9,17211,44798,0.87,4634.71,4405.19,27960,35.45,166.8,227.25,1.0,1.0,1.0,98
farthest_package_first,4,1,200,12991,12861,196094.31,6452.52,19876,50438,0.85,5340.34,5328.98,31080,69.16,178.0,224.38,1.0,1.0,1.0,127
farthest_package_first,5,1,200,9805,9676,172630.35,6314.12,17086,44282,0.86,4456.3,4481.94,27240,56.36,280.0,229.0,1.0,1.0,1.0,96
farthest_package_first,6,1,200,10722,10583,174526.28,7806.99,17238,45174,0.87,4639.74,4612.11,27960,100.74,66.25,269.0,1.0,1.0,1.0,94
farthest_package_first,7,1,200,9772,9642,179422.64,5810.8,18180,46970,0.86,4676.36,4628.12,29280,52.69,106.62,197.25,1.0,1.0,1.0,108
farthest_package_first,8,1,200,10742,10607,178365.37,6031.22,17844,46170,0.86,4681.36,4735.86,28560,62.06,167.57,276.5,1.0,1.0,1.0,101
farthest_package_first,9,1,200,11538,11419,185223.38,6306.67,18689,47910,0.85,4884.45,4910.13,29640,80.89,104.62,212.25,1.0,1.0,1.0,105
farthest_package_first,0,1,500,23113,22953,293624.08,13954.83,40893,104296,0.85,10359.37,10532.91,75600,45.07,98.48,190.27,1.0,1.0,1.0,379
farthest_package_first,1,1,500,23539,23441,282527.17,14038.29,39298,100766,0.85,10194.09,9877.36,73080,60.85,142.0,188.11,1.0,1.0,1.0,368
farthest_package_first,2,1,500,23594,23430,295711.13,15682.28,40688,104062,0.85,10445.51,10360.98,75120,72.67,111.47,201.83,1.0,1.0,1.0,381
farthest_package_first,3,1,500,19823,19740,275217.52,16075.43,37585,97122,0.86,9602.98,9507.79,70200,42.97,120.8,192.83,1.0,1.0,1.0,324
farthest_package_first,4,1,500,21098,20920,288154.92,14443.05,40200,103082,0.85,10138.27,10252.47,74880,71.98,125.65,190.75,1.0,1.0,1.0,382
farthest_package_first,5,1,500,21254,21147,280434.11,16431.82,38166,99086,0.87,9875.5,9977.89,71640,72.18,127.4,194.62,1.0,1.0,1.0,335
farthest_package_first,6,1,500,21072,20965,279465.86,16185.93,38928,101210,0.87,10067.2,10074.74,73920,60.06,140.38,177.44,1.0,1.0,1.0,357
farthest_package_first,7,1,500,22881,22710,299165.06,14908.34,41053,104530,0.85,10476.09,10399.14,75240,79.26,140.7,211.86,1.0,1.0,1.0,377
farthest_package_first,8,1,500,21778,21675,296996.25,16151.91,40406,103852,0.86,10370.75,10465.99,74760,58.21,133.39,201.31,1.0,1.0,1.0,378
farthest_package_first,9,1,500,21852,21692,286284.17,15418.85,39564,101838,0.86,10013.86,10015.36,73800,69.64,145.19,187.43,1.0,1.0,1.0,343
farthest_package_first,0,2,50,1991,1900,32475.63,2666.5,3263,9333,0.95,995.41,978.46,6120,58.0,-10,-10,1.0,-10,-10,0
farthest_package_first,1,2,50,2137,2067,41009.42,2555.4,3856,11132,0.96,1147.58,1205.68,7080,109.5,37.33,-10,0.8,0.67,-10,0
farthest_package_first,2,2,50,2191,2086,39117.48,2669.4,3569,10349,0.97,1086.08,1074.5,6480,57.62,99.0,-10,0.69,0.67,-10,0
farthest_package_first,3,2,50,2025,1919,37431.35,2277.62,3531,10067,0.95,1048.45,1045.86,6360,279.0,5.0,-10,0.83,0.67,-10,0
farthest_package_first,4,2,50,1901,1828,31429.43,2663.82,3198,9224,0.96,982.23,975.66,6120,113.5,-10,-10,0.75,-10,-10,0
farthest_package_first,5,2,50,2619,2534,37158.87,2640.25,3632,10273,0.94,1192.72,1202.88,6600,257.4,-10,259.0,0.8,-10,0.75,0
farthest_package_first,6,2,50,2019,1933,41637.34,2172.82,3696,10721,0.97,1097.51,1094.34,6600,239.0,89.0,12.0,0.83,0.67,0.5,0
farthest_package_first,7,2,50,2279,2167,39884.84,2737.84,3832,10904,0.95,1134.77,1127.8,6960,132.0,264.0,22.0,0.88,0.83,0.5,0
farthest_package_first,8,2,50,2195,2087,37289.05,3099.96,3484,10049,0.96,1098.7,1052.3,6360,105.5,69.0,-10,0.75,0.67,-10,0
farthest_package_first,9,2,50,2148,2059,36729.97,2959.0,3556,10227,0.96,1076.12,1071.66,6600,106.67,22.0,460.0,0.67,0.67,0.75,0
farthest_package_first,0,2,100,4585,4499,78769.7,2646.48,7429,21827,0.98,2201.14,2189.98,14040,168.06,9.0,442.0,0.83,0.67,0.75,0
farthest_package_first,1,2,100,3971,3881,79027.05,2508.64,7547,21602,0.95,2118.17,2133.42,13800,94.29,171.57,396.0,0.71,0.67,0.67,0
farthest_package_first,2,2,100,3983,3880,79678.75,2630.99,7215,21080,0.97,2054.7,2039.34,13200,79.83,25.0,220.5,0.75,0.67,0.56,0
farthest_package_first,3,2,100,3719,3633,73931.38,2031.3,7041,20744,0.98,1989.08,2037.15,13440,182.27,224.0,349.67,0.73,0.67,0.67,0
farthest_package_first,4,2,100,3862,3785,72319.12,2404.78,6763,19984,0.98,1974.72,1966.27,12840,113.22,4.5,20.0,0.72,0.67,0.5,0
farthest_package_first,5,2,100,3912,3804,75435.26,2856.36,6957,20291,0.97,1965.43,2006.13,12840,243.88,187.25,-10,0.69,0.67,-10,0
farthest_package_first,6,2,100,4110,4022,79098.76,2495.48,7479,21741,0.97,2123.41,2020.58,13920,175.73,193.0,475.0,0.86,0.78,0.75,0
farthest_package_first,7,2,100,4248,4159,76813.54,2271.2,7152,20917,0.97,2042.93,2083.43,13320,369.75,379.2,15.0,0.75,0.73,0.5,0
farthest_package_first,8,2,100,3949,3841,77015.14,2586.48,6982,20456,0.98,2017.21,2006.61,12840,94.38,36.5,18.0,0.75,0.67,0.5,0
farthest_package_first,9,2,100,4074,3962,83581.13,2681.72,7313,21465,0.98,2113.31,2098.22,13200,80.23,59.0,39.0,0.65,0.67,0.5,0
farthest_package_first,0,2,200,7114,6969,101705.02,6432.7,12959,37347,0.96,3571.89,3595.47,27360,154.67,148.64,212.75,0.81,0.67,0.62,3
farthest_package_first,1,2,200,7108,6985,106981.5,6335.12,13301,38127,0.96,3598.39,3587.51,27600,283.43,374.25,434.67,0.76,0.67,0.75,8
farthest_package_first,2,2,200,7174,7029,99622.22,8136.58,12533,35954,0.96,3506.56,3490.8,26160,215.22,78.71,295.5,0.72,0.67,0.62,2
farthest_package_first,3,2,200,7472,7327,96455.43,6280.9,12266,35519,0.97,3472.61,3315.61,26040,71.27,204.4,331.5,0.73,0.67,0.69,10
farthest_package_first,4,2,200,8784,8653,113619.34,6452.52,13744,38300,0.93,3734.38,3730.77,27120,91.79,141.12,421.12,0.63,0.67,0.66,34
farthest_package_first,5,2,200,6979,6850,99754.46,6314.12,12486,35851,0.96,3384.47,3405.0,26040,269.86,228.0,85.0,0.89,0.67,0.58,11
farthest_package_first,6,2,200,7483,7342,97710.36,7806.99,12224,35642,0.97,3443.67,3434.22,26040,209.89,88.75,176.5,0.76,0.67,0.62,4
farthest_package_first,7,2,200,6935,6802,100990.36,5810.8,12733,37042,0.97,3476.48,3434.64,27120,210.88,208.38,131.75,0.84,0.71,0.62,3
farthest_package_first,8,2,200,7640,7506,102992.22,6031.22,12583,36291,0.96,3404.94,3433.97,26160,172.28,109.43,231.5,0.72,0.67,0.62,20
farthest_package_first,9,2,200,7997,7878,105895.84,6306.67,12971,37170,0.96,3533.35,3541.18,26760,111.0,179.75,385.75,0.68,0.71,0.69,19
farthest_package_first,0,2,500,17277,17113,176194.16,13954.83,30260,83271,0.92,7744.34,7866.76,66120,147.76,165.67,170.09,0.63,0.68,0.59,142
farthest_package_first,1,2,500,18130,18032,168852.98,14038.29,29893,82464,0.92,7973.31,7723.72,66000,124.13,143.0,170.44,0.72,0.7,0.58,121
farthest_package_first,2,2,500,17686,17522,177717.64,15682.28,30536,84034,0.92,7991.11,7922.89,66720,95.19,150.89,243.75,0.71,0.68,0.54,134
farthest_package_first,3,2,500,15580,15405,165967.27,16075.43,29057,81072,0.93,7647.18,7571.84,64920,153.81,172.73,353.83,0.72,0.71,0.58,97
farthest_package_first,4,2,500,15981,15801,172360.6,14443.05,30158,83387,0.92,7726.5,7802.91,66600,168.1,140.13,159.0,0.69,0.71,0.52,139
farthest_package_first,5,2,500,16553,16446,165660.42,16431.82,29299,82240,0.94,7695.01,7768.48,66120,146.97,197.6,329.62,0.76,0.7,0.62,97
farthest_package_first,6,2,500,16161,16054,165685.87,16185.93,29699,82936,0.93,7880.63,7885.35,66840,113.55,165.52,234.89,0.7,0.71,0.64,102
farthest_package_first,7,2,500,17142,16971,178595.27,14908.34,30569,84121,0.92,7970.88,7900.69,66720,116.54,145.27,127.29,0.67,0.68,0.57,142
farthest_package_first,8,2,500,16534,16427,173976.51,16151.91,30070,83667,0.93,7856.33,7927.86,66720,135.23,387.56,141.85,0.72,0.7,0.54,113
farthest_package_first,9,2,500,17316,17159,173004.44,15418.85,30471,84178,0.92,7983.69,7989.53,67320,158.07,178.65,490.86,0.74,0.71,0.68,103
farthest_package_first,0,3,50,1721,1628,26166.93,2666.5,3061,8586,0.93,927.41,916.96,6000,0.0,-10,-10,0.5,-10,-10,0
farthest_package_first,1,3,50,1861,1781,30006.23,2555.4,3338,9438,0.94,981.74,1023.56,6480,16.5,195.0,-10,0.55,0.67,-10,0
farthest_package_first,2,3,50,2098,2009,30297.75,2669.4,3308,9470,0.95,997.62,973.9,6480,32.0,0.0,-10,0.75,0.33,-10,0
farthest_package_first,3,3,50,2052,1946,28837.98,2277.62,3424,9091,0.89,928.2,933.56,6240,41.67,523.0,-10,0.67,0.67,-10,0
farthest_package_first,4,3,50,1736,1647,26053.61,2663.82,3133,8689,0.92,925.83,914.5,6120,5.5,-10,-10,0.75,-10,-10,0
farthest_package_first,5,3,50,2287,2181,28236.04,2640.25,3209,9145,0.95,1057.86,1063.26,6360,41.6,-10,8.0,0.7,-10,0.5,0
farthest_package_first,6,3,50,2109,2013,33140.49,2172.82,3586,9758,0.91,985.39,998.42,6480,9.67,243.0,252.0,0.67,0.67,0.5,0
farthest_package_first,7,3,50,2075,1954,31359.0,2737.84,3366,9696,0.96,1016.31,1000.98,6600,166.0,58.0,57.0,0.75,0.5,0.5,0
farthest_package_first,8,3,50,2157,2023,27507.77,3099.96,3368,8957,0.89,992.86,975.42,6240,364.0,138.0,-10,0.75,0.5,-10,0
farthest_package_first,9,3,50,2086,2001,28198.94,2959.0,3523,9143,0.87,980.57,989.34,6360,63.67,0.0,707.0,0.83,0.33,0.5,0
farthest_package_first,0,3,100,3829,3743,57447.44,2646.48,6410,18513,0.96,1891.23,1870.35,12840,102.61,0.0,213.0,0.64,0.33,0.5,0
farthest_package_first,1,3,100,3484,3384,58266.11,2508.64,6355,18466,0.97,1788.32,1786.05,12720,44.43,25.29,282.0,0.64,0.38,0.5,0
farthest_package_first,2,3,100,3449,3339,58377.0,2630.99,6282,18486,0.98,1776.73,1775.17,12720,0.0,223.0,221.5,0.5,0.67,0.5,0
farthest_package_first,3,3,100,3207,3129,54003.37,2031.3,6153,17808,0.96,1696.84,1708.0,12480,45.0,0.0,270.33,0.55,0.33,0.5,0
farthest_package_first,4,3,100,3545,3461,53543.09,2404.78,6130,17876,0.97,1747.37,1758.75,12600,173.78,138.5,227.0,0.67,0.5,0.5,0
farthest_package_first,5,3,100,3477,3358,56075.06,2856.36,6256,17772,0.95,1718.14,1742.15,12240,161.88,35.0,-10,0.56,0.42,-10,0
farthest_package_first,6,3,100,3654,3555,57527.63,2495.48,6388,18639,0.97,1852.52,1744.95,12960,46.91,259.67,311.5,0.68,0.44,0.62,0
farthest_package_first,7,3,100,3831,3745,56606.88,2271.2,6480,18425,0.95,1775.64,1812.51,12840,44.0,267.2,560.0,0.62,0.6,0.5,0
farthest_package_first,8,3,100,3529,3421,57882.5,2586.48,6336,18434,0.97,1787.73,1781.3,12720,114.75,197.0,309.0,0.69,0.67,0.5,0
farthest_package_first,9,3,100,3766,3654,60958.73,2681.72,6646,19213,0.96,1847.83,1848.61,13200,140.38,312.5,603.0,0.69,0.58,0.5,0
farthest_package_first,0,3,200,6285,6140,74679.82,6432.7,11582,33479,0.96,3172.79,3198.47,26160,175.06,248.55,325.0,0.64,0.61,0.5,0
farthest_package_first,1,3,200,6098,5972,77838.29,6335.12,11342,33315,0.98,3115.32,3103.99,25680,100.91,209.17,279.0,0.59,0.53,0.5,0
farthest_package_first,2,3,200,6447,6300,75127.8,8136.58,11295,32803,0.97,3191.44,3171.8,25440,165.33,223.57,358.5,0.67,0.52,0.5,0
farthest_package_first,3,3,200,6809,6660,72708.25,6280.9,11428,32686,0.95,3185.69,3065.47,25560,350.73,514.4,467.5,0.64,0.67,0.56,0
farthest_package_first,4,3,200,7447,7317,81710.79,6452.52,12083,34541,0.95,3309.42,3326.16,26520,133.58,402.12,483.38,0.63,0.67,0.5,5
farthest_package_first,5,3,200,6377,6245,72990.64,6314.12,11293,32127,0.95,3093.41,3106.59,24960,60.0,291.5,52.67,0.61,0.67,0.5,0
farthest_package_first,6,3,200,6822,6683,73582.14,7806.99,11265,32646,0.97,3193.65,3171.78,25440,126.58,44.5,75.5,0.71,0.5,0.5,0
farthest_package_first,7,3,200,6403,6265,74465.08,5810.8,11324,33094,0.97,3124.66,3091.18,25800,132.31,151.62,176.0,0.66,0.58,0.5,0
farthest_package_first,8,3,200,6681,6547,74741.25,6031.22,11405,33015,0.96,3126.89,3148.01,25680,245.61,99.0,118.5,0.72,0.52,0.5,0
farthest_package_first,9,3,200,7068,6939,76129.21,6306.67,11497,33378,0.97,3218.63,3226.38,25920,103.37,158.5,266.25,0.66,0.54,0.56,0
farthest_package_first,0,3,500,15820,15660,128471.68,13954.83,27368,77020,0.94,7089.58,7197.97,64560,90.0,205.19,200.36,0.62,0.52,0.55,38
farthest_package_first,1,3,500,15940,15842,122558.96,14038.29,26448,75608,0.95,7295.33,7069.72,63720,57.3,203.27,119.67,0.63,0.52,0.5,36
farthest_package_first,2,3,500,15753,15589,126589.61,15682.28,27369,77674,0.95,7340.34,7283.65,65400,177.73,172.0,305.25,0.69,0.54,0.52,31
farthest_package_first,3,3,500,14047,13872,116350.61,16075.43,25796,74151,0.96,7050.59,6978.59,62880,112.41,375.47,312.83,0.57,0.62,0.5,7
farthest_package_first,4,3,500,14210,14030,121219.6,14443.05,26528,75952,0.95,6966.0,7024.84,64200,119.64,155.22,362.08,0.63,0.46,0.56,22
farthest_package_first,5,3,500,14661,14554,117804.77,16431.82,26323,75495,0.96,7077.44,7147.55,64080,159.3,239.75,350.62,0.68,0.55,0.53,4
farthest_package_first,6,3,500,14667,14560,116493.0,16185.93,26378,76177,0.96,7225.68,7222.37,64920,137.89,156.0,285.56,0.68,0.54,0.56,6
farthest_package_first,7,3,500,15284,15113,128707.79,14908.34,27146,77521,0.95,7309.69,7247.26,65040,101.46,277.5,255.0,0.62,0.6,0.5,42
farthest_package_first,8,3,500,14690,14583,124775.71,16151.91,27040,77141,0.95,7207.67,7262.84,65040,99.46,308.0,231.23,0.67,0.56,0.52,21
farthest_package_first,9,3,500,14828,14671,120732.05,15418.85,26474,75901,0.96,7177.74,7171.68,64200,114.43,181.12,545.43,0.62,0.55,0.54,16
farthest_package_first,0,4,50,1843,1752,22652.56,2666.5,2994,8237,0.92,896.86,879.74,6000,0.0,-10,-10,0.5,-10,-10,0
farthest_package_first,1,4,50,2005,1920,27040.52,2555.4,3499,9385,0.89,973.67,1001.12,6720,79.6,214.33,-10,0.65,0.67,-10,0
farthest_package_first,2,4,50,1907,1827,25428.2,2669.4,3095,8629,0.93,926.12,901.28,6120,64.75,0.0,-10,0.56,0.33,-10,0
farthest_package_first,3,4,50,1818,1705,24513.68,2277.62,3068,8539,0.93,884.35,872.26,6120,0.0,35.0,-10,0.5,0.67,-10,0
farthest_package_first,4,4,50,1976,1876,22663.41,2663.82,3212,8351,0.87,889.65,878.96,6120,163.0,-10,-10,0.75,-10,-10,0
farthest_package_first,5,4,50,2451,2341,25963.23,2640.25,3480,8803,0.84,1022.79,1035.36,6240,68.6,-10,302.0,0.6,-10,0.5,0
farthest_package_first,6,4,50,1765,1675,26984.67,2172.82,3122,8786,0.94,885.21,890.56,6120,0.0,0.0,55.0,0.5,0.33,0.38,0
farthest_package_first,7,4,50,1825,1707,25532.87,2737.84,3243,8996,0.92,929.09,929.74,6480,223.75,100.5,243.5,0.75,0.5,0.38,0
farthest_package_first,8,4,50,2171,2033,25670.53,3099.96,3247,8774,0.9,954.39,918.88,6240,97.5,9.0,-10,0.75,0.5,-10,0
farthest_package_first,9,4,50,1910,1821,24080.67,2959.0,3133,8613,0.92,887.33,920.92,6240,0.0,13.0,721.0,0.5,0.5,0.5,0
farthest_package_first,0,4,100,4021,3922,48667.24,2646.48,6357,17996,0.94,1769.12,1786.73,13200,158.61,1418.0,182.0,0.69,0.67,0.5,0
farthest_package_first,1,4,100,3479,3377,47770.24,2508.64,6189,17423,0.94,1681.18,1683.63,12720,177.71,262.0,72.33,0.64,0.48,0.33,0
farthest_package_first,2,4,100,3234,3112,47700.6,2630.99,6063,17182,0.94,1648.63,1630.31,12480,0.0,151.5,137.25,0.5,0.67,0.38,0
farthest_package_first,3,4,100,3185,3100,45117.39,2031.3,5864,16801,0.96,1593.13,1587.84,12360,0.0,0.0,144.0,0.5,0.33,0.5,0
farthest_package_first,4,4,100,3360,3255,45022.59,2404.78,5990,17035,0.95,1634.69,1652.35,12600,44.0,146.0,227.0,0.67,0.5,0.5,0
farthest_package_first,5,4,100,3168,3042,46035.35,2856.36,5677,16777,0.99,1599.86,1608.56,12240,60.0,8.25,-10,0.56,0.42,-10,0
farthest_package_first,6,4,100,3417,3329,48105.14,2495.48,6066,17583,0.97,1734.93,1636.57,12840,42.18,344.67,16.5,0.64,0.67,0.38,0
farthest_package_first,7,4,100,3492,3403,46906.91,2271.2,5828,16987,0.97,1636.58,1640.28,12360,22.38,48.6,547.0,0.56,0.4,0.5,0
farthest_package_first,8,4,100,3246,3138,47260.49,2586.48,5988,17142,0.95,1663.29,1678.49,12480,12.75,1054.5,309.0,0.62,0.5,0.5,0
farthest_package_first,9,4,100,3395,3267,51937.16,2681.72,6214,17725,0.95,1676.54,1665.19,12600,68.85,163.25,36.0,0.58,0.5,0.38,0
farthest_package_first,0,4,200,6082,5927,62857.12,6432.7,11162,31464,0.94,3031.78,3044.51,25320,51.5,223.18,314.5,0.56,0.52,0.44,0
farthest_package_first,1,4,200,6209,6082,64846.72,6335.12,11510,32033,0.93,3112.04,3092.07,25680,145.0,259.42,332.33,0.65,0.44,0.5,0
farthest_package_first,2,4,200,6435,6291,61446.99,8136.58,11127,30976,0.93,3074.76,3074.03,24960,45.17,724.86,202.5,0.56,0.57,0.38,0
farthest_package_first,3,4,200,6419,6272,59572.88,6280.9,11032,31023,0.94,3060.64,2958.72,25200,175.55,617.8,421.0,0.59,0.6,0.5,0
farthest_package_first,4,4,200,7122,6982,66659.13,6452.52,11368,32094,0.94,3116.32,3120.93,25560,48.89,230.38,390.62,0.58,0.54,0.41,0
farthest_package_first,5,4,200,5899,5762,61147.65,6314.12,10686,30583,0.95,2946.8,2965.7,24600,14.21,226.0,380.0,0.57,0.5,0.42,0
farthest_package_first,6,4,200,6653,6507,60640.73,7806.99,10988,30646,0.93,3070.64,3058.22,24720,121.89,25.25,171.0,0.61,0.42,0.38,0
farthest_package_first,7,4,200,6228,6091,62446.52,5810.8,11112,31425,0.94,2971.81,2922.53,25320,155.31,177.5,263.0,0.69,0.42,0.44,0
farthest_package_first,8,4,200,6414,6277,62104.29,6031.22,10791,31041,0.96,2939.75,2951.18,24960,136.28,67.0,117.5,0.67,0.38,0.38,0
farthest_package_first,9,4,200,6601,6462,63912.57,6306.67,10832,31215,0.96,2991.96,2986.93,24960,100.21,17.75,143.25,0.58,0.42,0.44,0
farthest_package_first,0,4,500,14396,14232,102755.56,13954.83,25723,73161,0.95,6697.45,6792.32,63240,102.87,291.81,240.09,0.58,0.51,0.41,11
farthest_package_first,1,4,500,15427,15326,98436.01,14038.29,25925,73119,0.94,7176.23,6952.97,63600,108.18,231.09,218.33,0.65,0.45,0.47,0
farthest_package_first,2,4,500,14718,14551,101055.29,15682.28,25914,73367,0.94,7074.21,7020.02,63600,100.67,201.21,233.25,0.62,0.49,0.42,0
farthest_package_first,3,4,500,13755,13578,97290.82,16075.43,25093,72159,0.96,6864.43,6796.05,62760,133.3,52.13,380.33,0.68,0.47,0.42,0
farthest_package_first,4,4,500,14214,14030,102421.27,14443.05,26104,74336,0.95,6891.02,6954.32,64440,166.31,304.39,340.58,0.67,0.55,0.42,8
