strategy,scenario_id,drone_capacity,no_customers,total_time,A,drone_travel_distance,truck_travel_distance,X1,X2,utilization,avg_package_wait_time,avg_customer_wait_time,total_delay_time,avg_span_2,avg_span_3,avg_span_4
farthest_package_first,6,3,200,14165,14033,116408.6,5948.92,26168,38980,0.5,5829.51,5990.47,24600,53.97,170.92,256.38
farthest_package_first,7,3,200,14246,14114,111124.11,5656.32,25182,38436,0.51,5928.99,5940.75,24720,38.31,51.08,76.62
farthest_package_first,8,3,200,15102,14964,111274.78,7880.54,25075,38573,0.51,5762.91,6061.73,24840,176.22,302.1,793.0
farthest_package_first,9,3,200,14062,13916,114212.77,8120.02,25570,38928,0.51,6022.95,6086.56,24840,4.42,7.0,10.5
closest_package_first,0,1,50,5725,5489,51737.79,2666.5,9068,12536,0.46,1415.45,1439.46,6120,81.5,163.0,163.0
closest_package_first,1,1,50,7316,7124,72293.4,2555.4,13198,16888,0.43,2157.18,2096.06,7920,95.0,211.11,1900.0
closest_package_first,2,1,50,8365,8157,68714.35,2669.4,12264,15724,0.43,2211.42,2263.98,7200,114.12,608.67,1826.0
closest_package_first,3,1,50,6222,6035,62617.33,2277.62,10676,14374,0.45,1823.38,1837.96,6600,101.67,203.33,610.0
closest_package_first,4,1,50,5436,5248,51410.8,2663.82,8684,12612,0.48,1392.67,1406.96,6240,49.25,197.0,197.0
closest_package_first,5,1,50,8940,8730,61939.03,2640.25,11048,14646,0.44,2270.64,2233.8,6960,19.8,198.0,49.5
closest_package_first,6,1,50,6778,6579,72981.18,2172.82,12939,16382,0.42,2184.2,2218.64,7320,57.33,114.67,43.0
closest_package_first,7,1,50,7546,7326,70297.26,2737.84,12584,16408,0.43,2053.5,1999.84,7680,52.5,70.0,52.5
closest_package_first,8,1,50,6945,6716,61323.96,3099.96,10927,14336,0.44,1876.11,2008.78,6720,52.75,35.17,211.0
closest_package_first,9,1,50,6313,6107,62338.44,2959.0,10761,14942,0.46,1869.98,1936.52,7200,25.5,25.5,38.25
closest_package_first,0,1,100,17433,17203,141024.71,2646.48,28651,32622,0.38,5004.54,4874.15,15120,109.69,1316.33,493.62
closest_package_first,1,1,100,14876,14667,140789.43,2508.64,28747,33078,0.38,5005.83,5031.3,15600,89.57,59.71,104.5
closest_package_first,2,1,100,16808,16583,143914.16,2630.99,29045,32508,0.37,5263.45,5039.74,14640,98.17,196.33,73.62
closest_package_first,3,1,100,13736,13547,132200.46,2031.3,26881,31276,0.39,4598.6,4523.87,14880,147.82,542.0,271.0
closest_package_first,4,1,100,14501,14300,129481.84,2404.78,25936,30002,0.39,4551.97,4663.01,13920,106.22,318.67,478.0
closest_package_first,5,1,100,15700,15452,135090.67,2856.36,27341,30676,0.37,4914.93,4751.26,13920,131.75,175.67,2108.0
closest_package_first,6,1,100,15886,15676,141264.61,2495.48,28421,32292,0.38,4956.19,5359.96,14760,80.27,196.22,220.75
closest_package_first,7,1,100,16231,16040,138580.06,2271.2,27800,31730,0.38,5119.57,5071.26,14520,116.5,124.27,466.0
closest_package_first,8,1,100,15326,15086,138119.64,2586.48,27531,30956,0.37,4795.03,4783.18,13800,103.0,274.67,412.0
closest_package_first,9,1,100,17805,17569,153502.18,2681.72,30915,34302,0.37,5714.87,5651.64,15240,129.15,279.83,419.75
closest_package_first,0,1,200,21788,21565,182586.91,8368.53,40845,52838,0.43,8804.1,8810.28,30240,80.47,87.79,181.06
closest_package_first,1,1,200,21822,21626,190347.13,8104.14,42588,54258,0.42,9044.74,9207.55,30720,84.5,107.97,323.92
closest_package_first,2,1,200,20569,20363,178594.68,6165.35,39729,50646,0.42,8479.98,8322.89,28560,86.75,148.71,390.38
closest_package_first,3,1,200,19731,19518,170622.36,6214.74,38069,49068,0.43,8216.11,8582.99,27960,108.41,159.0,149.06
closest_package_first,4,1,200,24036,23841,196094.31,8180.84,43589,55322,0.42,9765.24,10062.75,31080,83.03,131.46,98.59
closest_package_first,5,1,200,21072,20862,172630.35,8120.39,37944,48598,0.43,8127.36,7909.8,27240,64.82,302.5,151.25
closest_package_first,6,1,200,20185,19982,174526.28,5948.92,38779,49556,0.43,8179.68,8422.22,27960,73.03,231.25,346.88
closest_package_first,7,1,200,22068,21865,179422.64,5656.32,40123,51466,0.43,8831.41,9191.17,29280,91.66,122.21,183.31
closest_package_first,8,1,200,22636,22423,178365.37,7880.54,39493,50620,0.43,8266.39,8304.56,28560,87.44,149.9,393.5
closest_package_first,9,1,200,22576,22354,185223.38,8120.02,41256,52530,0.42,8793.77,8858.31,29640,93.13,147.46,221.19
closest_package_first,0,2,50,4147,3911,37152.32,2666.5,5940,10604,0.6,1002.98,1018.74,6000,0.0,0.0,0.0
closest_package_first,1,2,50,4989,4797,48839.46,2555.4,8471,13135,0.52,1381.26,1362.4,7080,56.85,126.33,1137.0
closest_package_first,2,2,50,6048,5840,47529.66,2669.4,8177,12371,0.5,1408.67,1432.38,6480,10.62,56.67,170.0
closest_package_first,3,2,50,4427,4240,42978.76,2277.62,7092,11573,0.54,1193.67,1207.78,6240,40.33,80.67,242.0
closest_package_first,4,2,50,3944,3756,38927.81,2663.82,6076,10825,0.59,1020.67,1036.08,6000,0.0,0.0,0.0
closest_package_first,5,2,50,6937,6727,46459.84,2640.25,8097,12243,0.5,1645.02,1626.62,6480,56.0,560.0,140.0
closest_package_first,6,2,50,4792,4588,51186.03,2172.82,8598,12833,0.5,1346.08,1364.16,6480,36.83,73.67,27.62
closest_package_first,7,2,50,4993,4773,47308.0,2737.84,8074,12470,0.51,1293.3,1237.8,6600,6.12,8.17,6.12
closest_package_first,8,2,50,5087,4858,44851.84,3099.96,7920,11926,0.5,1233.41,1308.76,6360,0.0,0.0,0.0
closest_package_first,9,2,50,4622,4416,45045.76,2959.0,7542,12072,0.53,1225.0,1249.7,6480,0.0,0.0,0.0
closest_package_first,0,2,100,12868,12638,105314.22,2646.48,21126,26031,0.41,3573.88,3438.39,12960,25.78,309.33,116.0
closest_package_first,1,2,100,11711,11502,106978.2,2508.64,21853,26716,0.41,3437.28,3439.29,13440,11.36,7.57,13.25
closest_package_first,2,2,100,12206,11981,111765.73,2630.99,22225,26836,0.4,3784.25,3642.33,12960,329.25,658.5,246.94
closest_package_first,3,2,100,10559,10351,99256.63,2031.3,20147,25147,0.42,3192.21,3144.16,12840,42.41,155.5,77.75
closest_package_first,4,2,100,12066,11865,104134.51,2404.78,20968,25771,0.41,3286.47,3391.25,12840,111.33,334.0,501.0
closest_package_first,5,2,100,11865,11617,104239.47,2856.36,21045,25409,0.4,3358.82,3232.32,12480,0.0,0.0,0.0
closest_package_first,6,2,100,13166,12956,117084.15,2495.48,23259,27613,0.4,3618.07,3913.15,13080,57.91,141.56,159.25
closest_package_first,7,2,100,13269,13078,107643.95,2271.2,21657,26565,0.41,3673.84,3639.05,13200,13.62,14.53,54.5
closest_package_first,8,2,100,12828,12588,108213.64,2586.48,21595,25916,0.4,3483.34,3476.55,12480,7.5,20.0,30.0
closest_package_first,9,2,100,12950,12714,115610.01,2681.72,23349,27195,0.39,3758.81,3714.42,12840,2.19,4.75,7.12
closest_package_first,0,2,200,16765,16542,139723.91,8368.53,31435,43683,0.46,6462.58,6464.87,26400,63.03,68.76,141.81
closest_package_first,1,2,200,17071,16858,147044.25,8104.14,32811,44701,0.45,6631.52,6745.73,26520,57.37,73.31,219.92
closest_package_first,2,2,200,16642,16436,143163.67,6165.35,31945,43138,0.45,6452.63,6336.48,25440,66.0,113.14,297.0
closest_package_first,3,2,200,16875,16662,139112.96,6214.74,31336,42288,0.45,6133.17,6420.13,25080,0.0,0.0,0.0
closest_package_first,4,2,200,19326,19131,150132.09,8180.84,33267,44956,0.45,7068.37,7282.64,26400,9.74,15.42,11.56
closest_package_first,5,2,200,17469,17259,137971.95,8120.39,30732,42022,0.46,6332.54,6108.35,24960,12.89,60.17,30.08
closest_package_first,6,2,200,16786,16583,137920.98,5948.92,31208,42381,0.45,6024.24,6212.4,25320,28.29,89.58,134.38
closest_package_first,7,2,200,18313,18110,144518.68,5656.32,32458,44149,0.45,6668.83,6938.08,26280,55.53,74.04,111.06
closest_package_first,8,2,200,19221,19008,143413.02,7880.54,32072,43894,0.46,6548.04,6582.19,26160,103.81,177.95,467.12
closest_package_first,9,2,200,17161,16939,141818.41,8120.02,31768,43557,0.46,6441.28,6473.56,26040,39.47,62.5,93.75
closest_package_first,0,3,50,2884,2648,29357.27,2666.5,4376,9633,0.73,868.06,881.12,6000,0.0,0.0,0.0
closest_package_first,1,3,50,3931,3739,38102.68,2555.4,6116,11083,0.6,1071.79,1048.92,6360,8.25,18.33,165.0
closest_package_first,2,3,50,4991,4783,37272.94,2669.4,6386,10860,0.57,1130.92,1146.18,6240,34.19,182.33,547.0
closest_package_first,3,3,50,3669,3482,35847.57,2277.62,5755,10687,0.62,991.09,1021.08,6240,78.5,157.0,471.0
closest_package_first,4,3,50,3042,2854,30901.47,2663.82,4590,9824,0.71,884.27,891.32,6000,0.0,0.0,0.0
closest_package_first,5,3,50,5516,5306,36933.69,2640.25,6622,10818,0.54,1274.97,1255.64,6240,67.8,678.0,169.5
closest_package_first,6,3,50,4086,3882,42888.11,2172.82,7070,11801,0.56,1126.13,1141.18,6480,106.83,213.67,80.12
closest_package_first,7,3,50,3807,3587,34140.61,2737.84,5279,10589,0.67,1020.64,996.54,6360,0.0,0.0,0.0
closest_package_first,8,3,50,4365,4136,36539.0,3099.96,5957,10770,0.6,1022.96,1084.1,6240,0.0,0.0,0.0
closest_package_first,9,3,50,3642,3436,35681.56,2959.0,5827,10903,0.62,1005.03,1030.04,6480,42.83,42.83,64.25
closest_package_first,0,3,100,11725,11495,95642.5,2646.48,19419,24472,0.42,3063.47,2923.44,12600,12.0,144.0,54.0
closest_package_first,1,3,100,9827,9618,93106.26,2508.64,18836,24633,0.44,2844.05,2892.5,13080,158.5,105.67,184.92
closest_package_first,2,3,100,10651,10426,99604.2,2630.99,20086,25083,0.42,3140.0,3028.95,12720,16.92,33.83,12.69
closest_package_first,3,3,100,9272,9064,85505.92,2031.3,17478,23441,0.45,2639.77,2607.34,12840,53.73,197.0,98.5
closest_package_first,4,3,100,10682,10481,88194.05,2404.78,17748,23429,0.44,2624.46,2729.15,12480,85.11,255.33,383.0
closest_package_first,5,3,100,9483,9235,87985.28,2856.36,17601,23026,0.44,2731.8,2625.29,12120,11.06,14.75,177.0
closest_package_first,6,3,100,12021,11811,101046.29,2495.48,20316,25379,0.42,3032.83,3256.24,12840,63.14,154.33,173.62
closest_package_first,7,3,100,11555,11364,89631.2,2271.2,18013,23484,0.43,2899.6,2893.0,12360,50.38,53.73,201.5
closest_package_first,8,3,100,11677,11437,96503.95,2586.48,19265,24580,0.43,2924.45,2933.7,12600,166.75,444.67,667.0
closest_package_first,9,3,100,10725,10489,100883.19,2681.72,20165,25363,0.42,3201.14,3168.09,12840,16.88,36.58,54.88
closest_package_first,0,3,200,14636,14413,120623.99,8368.53,27669,40594,0.49,5442.4,5448.59,25680,61.92,67.55,139.31
closest_package_first,1,3,200,15565,15352,126483.84,8104.14,28814,41312,0.48,5605.06,5690.12,25680,91.39,116.78,350.33
closest_package_first,2,3,200,14359,14153,119820.82,6165.35,27529,39647,0.48,5228.66,5126.18,24840,18.58,31.86,83.62
closest_package_first,3,3,200,15829,15616,126572.56,6214.74,28927,40967,0.47,5460.26,5753.94,25320,312.0,457.6,429.0
closest_package_first,4,3,200,17746,17551,132110.52,8180.84,29933,42361,0.47,6056.42,6269.03,26040,61.53,97.42,73.06
closest_package_first,5,3,200,15972,15762,122042.77,8120.39,27548,39803,0.48,5474.07,5252.53,24720,37.93,177.0,88.5
closest_package_first,6,3,200,15172,14969,121428.36,5948.92,27777,39616,0.48,5070.82,5234.94,24600,13.32,42.17,63.25
closest_package_first,7,3,200,16370,16167,128588.85,5656.32,29128,40970,0.47,5574.52,5804.68,25080,25.06,33.42,50.12
closest_package_first,8,3,200,16748,16535,121418.15,7880.54,27691,39845,0.48,5324.01,5317.4,24840,25.25,43.29,113.62
closest_package_first,9,3,200,15871,15649,128776.48,8120.02,29115,41109,0.47,5578.3,5611.59,25200,67.82,107.38,161.06
most_packages_first,0,1,50,5652,5416,51737.79,2666.5,8833,12536,0.47,1701.41,1731.14,6120,349.0,698.0,698.0
most_packages_first,1,1,50,7304,7112,72293.4,2555.4,13025,16888,0.43,2786.14,3508.84,7920,1270.25,2822.78,25405.0
most_packages_first,2,1,50,8188,7980,68714.35,2669.4,11945,15724,0.44,2573.9,3014.04,7200,827.69,4414.33,13243.0
most_packages_first,3,1,50,6300,6113,62617.33,2277.62,10521,14374,0.46,2100.8,2279.72,6600,1169.17,2338.33,7015.0
most_packages_first,4,1,50,5367,5201,51410.8,2663.82,8787,12612,0.48,1662.5,1719.78,6240,503.0,2012.0,2012.0
most_packages_first,5,1,50,8791,8581,61939.03,2640.25,11042,14646,0.44,2773.02,3156.5,6960,1284.3,12843.0,3210.75
most_packages_first,6,1,50,6681,6477,72981.18,2172.82,12966,16382,0.42,2658.84,3148.4,7320,1136.33,2272.67,852.25
most_packages_first,7,1,50,7194,7033,70297.26,2737.84,12127,16408,0.45,2609.12,3212.42,7680,1419.25,1892.33,1419.25
most_packages_first,8,1,50,6609,6380,61323.96,3099.96,10188,14336,0.47,2130.57,2349.74,6720,380.5,253.67,1522.0
most_packages_first,9,1,50,6258,6052,62338.44,2959.0,10859,14942,0.46,2097.52,2443.14,7200,730.0,730.0,1095.0
most_packages_first,0,1,100,17418,17238,141024.71,2646.48,28753,32622,0.38,6833.79,8328.32,15120,3503.47,42041.67,15765.62
most_packages_first,1,1,100,14788,14612,140789.43,2508.64,28753,33078,0.38,6602.87,8327.44,15600,4171.14,2780.76,4866.33
most_packages_first,2,1,100,16589,16437,143914.16,2630.99,28509,32508,0.38,6550.66,7710.93,14640,3307.0,6614.0,2480.25
most_packages_first,3,1,100,13443,13283,132200.46,2031.3,26426,31276,0.39,6273.73,7618.45,14880,3975.27,14576.0,7288.0
most_packages_first,4,1,100,14915,14722,129481.84,2404.78,26298,30002,0.38,5818.36,6673.06,13920,2612.78,7838.33,11757.5
most_packages_first,5,1,100,15461,15284,135090.67,2856.36,27225,30676,0.38,6279.41,7193.0,13920,3608.88,4811.83,57742.0
most_packages_first,6,1,100,16003,15797,141264.61,2495.48,28792,32292,0.37,6203.36,7488.8,14760,3087.95,7548.33,8491.88
most_packages_first,7,1,100,16248,16074,138580.06,2271.2,27705,31730,0.38,6564.67,7810.28,14520,3334.31,3556.6,13337.25
most_packages_first,8,1,100,15591,15351,138119.64,2586.48,27709,30956,0.37,6073.53,6912.13,13800,4067.56,10846.83,16270.25
most_packages_first,9,1,100,18112,17911,153502.18,2681.72,31225,34302,0.37,7255.8,8848.22,15240,4150.12,8991.92,13487.88
most_packages_first,0,1,200,21691,21476,182586.91,8368.53,40849,52838,0.43,9690.1,10792.91,30240,2506.25,2734.09,5639.06
most_packages_first,1,1,200,21767,21590,190347.13,8104.14,42467,54258,0.43,9937.56,11257.38,30720,3330.78,4256.0,12768.0
most_packages_first,2,1,200,20732,20538,178594.68,6165.35,39856,50646,0.42,9231.67,9849.0,28560,2816.11,4827.62,12672.5
most_packages_first,3,1,200,19816,19625,170622.36,6214.74,38047,49068,0.43,8888.51,9771.69,27960,2159.27,3166.93,2969.0
most_packages_first,4,1,200,24196,24001,196094.31,8180.84,43891,55322,0.42,10616.02,12172.43,31080,2391.79,3787.0,2840.25
most_packages_first,5,1,200,21127,20929,172630.35,8120.39,38128,48598,0.42,8870.47,9330.16,27240,1837.89,8576.83,4288.42
most_packages_first,6,1,200,20318,20121,174526.28,5948.92,38868,49556,0.42,8967.08,9870.64,27960,2398.66,7595.75,11393.62
most_packages_first,7,1,200,22057,21874,179422.64,5656.32,40079,51466,0.43,9579.57,10661.4,29280,2219.75,2959.67,4439.5
most_packages_first,8,1,200,22865,22671,178365.37,7880.54,39658,50620,0.43,9180.57,10150.69,28560,1995.44,3420.76,8979.5
most_packages_first,9,1,200,22461,22249,185223.38,8120.02,41376,52530,0.42,9712.66,10795.83,29640,2760.79,4371.25,6556.88
most_packages_first,0,2,50,3237,3088,34879.39,2666.5,5019,10320,0.69,1102.98,1120.74,6000,0.0,0.0,0.0
most_packages_first,1,2,50,4574,4475,49824.79,2555.4,7860,12539,0.53,1363.36,1663.9,6360,0.0,0.0,0.0
most_packages_first,2,2,50,5478,5382,48134.56,2669.4,7568,12089,0.53,1382.4,1589.14,6120,0.0,0.0,0.0
most_packages_first,3,2,50,4501,4373,43800.79,2277.62,7240,11554,0.53,1264.18,1363.9,6120,0.0,0.0,0.0
most_packages_first,4,2,50,3436,3305,35612.25,2663.82,5230,10409,0.66,1075.19,1108.98,6000,0.0,0.0,0.0
most_packages_first,5,2,50,5861,5709,43156.06,2640.25,7021,11471,0.54,1595.31,1797.66,6120,0.0,0.0,0.0
most_packages_first,6,2,50,4815,4699,54767.01,2172.82,9012,13159,0.49,1500.39,1755.86,6360,0.0,0.0,0.0
most_packages_first,7,2,50,4965,4781,48531.96,2737.84,7757,12499,0.54,1381.28,1671.8,6480,0.0,0.0,0.0
most_packages_first,8,2,50,4429,4212,42996.09,3099.96,6820,11576,0.57,1293.05,1416.42,6240,0.0,0.0,0.0
most_packages_first,9,2,50,4558,4409,44463.24,2959.0,7007,11879,0.57,1237.63,1424.86,6360,0.0,0.0,0.0
most_packages_first,0,2,100,12035,11869,101544.14,2646.48,20115,24961,0.41,3856.71,4656.89,12360,0.0,0.0,0.0
most_packages_first,1,2,100,11881,11685,106262.14,2508.64,21367,26381,0.41,4027.91,5082.9,13200,0.0,0.0,0.0
most_packages_first,2,2,100,11919,11736,106352.39,2630.99,20897,25921,0.41,3970.1,4702.54,12720,0.0,0.0,0.0
most_packages_first,3,2,100,9977,9769,97304.2,2031.3,19451,24664,0.42,3789.76,4576.54,12600,0.0,0.0,0.0
most_packages_first,4,2,100,10963,10770,96092.84,2404.78,19377,24291,0.42,3480.12,3975.32,12360,0.0,0.0,0.0
most_packages_first,5,2,100,12231,12005,106617.29,2856.36,20778,25702,0.41,4212.13,4821.03,12480,0.0,0.0,0.0
most_packages_first,6,2,100,11922,11725,107155.16,2495.48,21639,25897,0.4,3674.37,4414.49,12600,0.0,0.0,0.0
most_packages_first,7,2,100,12590,12432,106179.24,2271.2,21104,25904,0.41,3988.55,4739.05,12720,0.0,0.0,0.0
most_packages_first,8,2,100,12183,12040,111907.13,2586.48,22030,26257,0.4,4051.89,4601.1,12360,0.0,0.0,0.0
most_packages_first,9,2,100,13426,13226,121282.84,2681.72,23779,27779,0.39,4400.51,5401.31,12720,0.0,0.0,0.0
most_packages_first,0,2,200,16516,16329,139542.18,8368.53,31062,43065,0.46,6584.79,7298.07,25800,0.0,0.0,0.0
most_packages_first,1,2,200,16683,16521,146123.45,8104.14,32223,43858,0.45,6637.24,7494.36,25800,0.0,0.0,0.0
most_packages_first,2,2,200,15875,15704,136883.8,6165.35,30652,42001,0.46,6376.12,6778.77,25080,0.0,0.0,0.0
most_packages_first,3,2,200,16700,16518,138815.52,6214.74,31134,42248,0.45,6477.52,7123.85,25080,0.0,0.0,0.0
most_packages_first,4,2,200,18911,18716,149646.7,8180.84,33141,44413,0.45,7213.3,8207.42,25920,0.0,0.0,0.0
most_packages_first,5,2,200,17010,16829,135352.19,8120.39,30345,41337,0.45,6436.9,6766.52,24600,0.0,0.0,0.0
most_packages_first,6,2,200,16089,15900,135294.79,5948.92,30344,41450,0.46,6131.75,6728.86,24720,0.0,0.0,0.0
most_packages_first,7,2,200,17580,17406,137684.72,5656.32,30890,42460,0.46,6648.12,7393.3,25440,0.0,0.0,0.0
most_packages_first,8,2,200,17774,17608,132467.24,7880.54,29667,41452,0.47,6250.8,6917.66,25080,0.0,0.0,0.0
most_packages_first,9,2,200,17218,17038,137947.39,8120.02,30880,42475,0.46,6545.48,7263.8,25440,0.0,0.0,0.0
most_packages_first,0,3,50,3339,3103,29991.75,2666.5,5260,9715,0.62,935.25,949.66,6000,0.0,0.0,0.0
most_packages_first,1,3,50,3304,3183,37306.03,2555.4,5473,10862,0.66,1000.35,1137.1,6240,58.1,129.11,1162.0
most_packages_first,2,3,50,4448,4364,39574.11,2669.4,5975,11144,0.62,1220.65,1317.96,6240,242.75,1294.67,3884.0
most_packages_first,3,3,50,2774,2631,31475.69,2277.62,4275,9903,0.77,934.89,987.38,6000,0.0,0.0,0.0
most_packages_first,4,3,50,2380,2265,28640.86,2663.82,4296,9544,0.74,922.4,938.52,6000,0.0,0.0,0.0
most_packages_first,5,3,50,5097,4908,36806.34,2640.25,6176,10804,0.58,1281.93,1428.9,6240,0.7,7.0,1.75
most_packages_first,6,3,50,3611,3479,40354.7,2172.82,6328,11245,0.59,1050.03,1202.46,6240,0.0,0.0,0.0
most_packages_first,7,3,50,3851,3679,37767.73,2737.84,5626,11039,0.65,1080.55,1261.4,6360,125.62,167.5,125.62
most_packages_first,8,3,50,3802,3657,36081.04,3099.96,5359,10594,0.66,1087.39,1178.54,6120,40.25,26.83,161.0
most_packages_first,9,3,50,3454,3306,32831.73,2959.0,4845,10309,0.71,971.78,1098.82,6240,259.0,259.0,388.5
most_packages_first,0,3,100,11536,11322,91539.45,2646.48,18504,23836,0.43,3415.96,3842.51,12480,77.72,932.67,349.75
most_packages_first,1,3,100,9758,9594,87272.58,2508.64,17654,23183,0.44,2712.58,3301.9,12360,0.0,0.0,0.0
most_packages_first,2,3,100,10316,10154,95152.32,2630.99,18795,24409,0.43,3012.12,3543.1,12600,30.17,60.33,22.62
most_packages_first,3,3,100,8383,8207,83439.23,2031.3,16281,22698,0.46,2660.64,3041.75,12360,0.0,0.0,0.0
most_packages_first,4,3,100,9598,9418,81280.3,2404.78,16348,22324,0.46,2788.9,3034.77,12240,2.06,6.17,9.25
most_packages_first,5,3,100,9848,9649,87418.88,2856.36,17072,22954,0.45,3121.41,3444.12,12120,153.56,204.75,2457.0
most_packages_first,6,3,100,10777,10600,88761.8,2495.48,17917,23603,0.44,3080.41,3630.96,12600,626.59,1531.67,1723.12
most_packages_first,7,3,100,10860,10693,91084.98,2271.2,17826,23427,0.44,3095.98,3579.87,12120,0.0,0.0,0.0
most_packages_first,8,3,100,9987,9822,91513.96,2586.48,17834,23598,0.44,2883.3,3144.68,12240,434.5,1158.67,1738.0
most_packages_first,9,3,100,11755,11555,100904.38,2681.72,19889,24879,0.42,3345.65,3964.41,12360,163.69,354.67,532.0
most_packages_first,0,3,200,14335,14146,119043.21,8368.53,26681,39319,0.49,5309.05,5803.02,24600,81.89,89.33,184.25
most_packages_first,1,3,200,14244,14060,122142.86,8104.14,27409,39687,0.48,5346.98,5889.56,24600,23.8,30.42,91.25
most_packages_first,2,3,200,13556,13365,114513.77,6165.35,26215,38626,0.49,5141.79,5403.39,24480,59.0,101.14,265.5
most_packages_first,3,3,200,13820,13622,116736.61,6214.74,26713,38907,0.49,5187.22,5667.35,24480,0.0,0.0,0.0
most_packages_first,4,3,200,16065,15904,124534.38,8180.84,28126,40572,0.48,5627.0,6352.72,25200,46.39,73.46,55.09
most_packages_first,5,3,200,15649,15468,120876.81,8120.39,27308,39414,0.48,5463.97,5747.88,24480,151.11,705.17,352.58
most_packages_first,6,3,200,14500,14327,117370.14,5948.92,26828,39108,0.49,5230.66,5657.91,24600,77.45,245.25,367.88
most_packages_first,7,3,200,15357,15183,120461.92,5656.32,27389,39362,0.48,5328.07,5905.29,24480,0.0,0.0,0.0
most_packages_first,8,3,200,15582,15389,110578.63,7880.54,25375,38134,0.5,4999.96,5455.7,24480,7.39,12.67,33.25
most_packages_first,9,3,200,14921,14736,116284.98,8120.02,26391,39071,0.49,5187.86,5721.61,24720,161.21,255.25,382.88
